u,v,x,y,z,label
0.389508,0.319559,0.893796,0.610797,0.042695,0
0.792566,0.522813,0.542497,0.902554,0.914365,1
0.055635,0.243599,0.917722,0.460402,0.801019,2
0.382305,0.801172,0.640034,0.586566,0.608844,1
0.702078,0.205359,0.056887,0.786798,0.137730,6
0.780999,0.309397,0.210364,0.966124,0.070620,6
0.899319,0.714530,0.681082,0.097140,0.744987,2
0.083529,0.810907,0.131657,0.965087,0.665212,1
0.701590,0.468764,0.178350,0.595782,0.466170,6
0.703360,0.297830,0.542955,0.381359,0.665853,2
0.350261,0.372448,0.512742,0.671957,0.352092,0
0.644642,0.849513,0.242714,0.773583,0.347697,1
0.730399,0.952208,0.621906,0.773095,0.842036,1
0.557543,0.674642,0.940092,0.570360,0.069277,0
0.895016,0.475295,0.987274,0.916776,0.559740,2
0.353496,0.252998,0.865932,0.131504,0.405957,4
0.715903,0.844844,0.406415,0.002869,0.490585,3
0.334300,0.968078,0.815516,0.796075,0.478561,0
0.479965,0.065004,0.834773,0.573321,0.846522,2
0.163488,0.493698,0.086734,0.774804,0.154271,6
0.649434,0.870296,0.767907,0.856868,0.357494,0
0.714682,0.080905,0.123478,0.708152,0.908292,6
0.671438,0.113163,0.629139,0.953612,0.675161,6
0.989624,0.417035,0.097995,0.438307,0.949065,6
0.278481,0.835444,0.637776,0.984649,0.662252,1
0.034822,0.520615,0.293252,0.663717,0.852046,5
0.793756,0.731254,0.282723,0.080844,0.195349,3
0.225074,0.816431,0.099979,0.279244,0.543657,5
0.167791,0.071932,0.443190,0.337657,0.351848,4
0.550005,0.732933,0.853420,0.979919,0.149785,0
0.452467,0.226142,0.003998,0.441450,0.112491,4
0.760155,0.502182,0.718833,0.748039,0.101047,0
0.785882,0.801874,0.136021,0.707358,0.611164,1
0.528367,0.945219,0.526597,0.774438,0.091556,3
0.348308,0.283212,0.874386,0.879635,0.128697,0
0.283792,0.520981,0.973205,0.812403,0.146245,0
0.773156,0.957701,0.856533,0.358989,0.086184,3
0.206061,0.425886,0.076357,0.550096,0.288614,6
0.788720,0.056917,0.700278,0.665944,0.862423,2
0.150273,0.681783,0.321451,0.941527,0.239113,0
0.048189,0.489425,0.138005,0.042573,0.976592,5
0.135197,0.566149,0.687185,0.179724,0.343455,5
0.802484,0.451430,0.297037,0.270943,0.652638,2
0.590960,0.044740,0.819971,0.755913,0.649342,2
0.907804,0.688803,0.058931,0.161992,0.653279,3
0.955321,0.689993,0.158818,0.448042,0.850032,1
0.264595,0.371685,0.860622,0.874874,0.154393,0
0.553484,0.529313,0.923948,0.749809,0.814600,2
0.777612,0.562456,0.248329,0.383435,0.958068,2
0.120090,0.999329,0.696738,0.805811,0.755058,1
0.936796,0.226356,0.583331,0.145177,0.131199,4
0.948820,0.297433,0.962188,0.992004,0.863216,2
0.769494,0.785211,0.151006,0.464614,0.840815,1
0.610401,0.559862,0.578814,0.493759,0.612262,2
0.830409,0.464217,0.170263,0.313028,0.351360,3
0.588000,0.068911,0.816919,0.211188,0.982208,2
0.701529,0.264534,0.458968,0.586077,0.491043,6
0.164892,0.734336,0.481063,0.691610,0.760033,1
0.797967,0.424726,0.412030,0.079379,0.993622,2
0.589435,0.024171,0.839900,0.172979,0.912809,2
0.737358,0.847926,0.114780,0.965361,0.619739,1
0.059328,0.969268,0.742149,0.848659,0.954405,1
0.759301,0.284524,0.470504,0.382794,0.469222,4
0.538194,0.451460,0.536210,0.753258,0.353710,0
0.300851,0.203589,0.793756,0.036012,0.047761,4
0.966247,0.341472,0.348888,0.852443,0.488357,6
0.468612,0.380871,0.033784,0.559801,0.066073,6
0.178594,0.794153,0.046663,0.615955,0.554094,5
0.422498,0.406812,0.270730,0.972167,0.257485,6
0.925565,0.770531,0.923887,0.191382,0.328715,3
0.229286,0.693014,0.996582,0.928892,0.321360,0
0.921018,0.255104,0.960631,0.899869,0.877071,2
0.173406,0.262093,0.577899,0.839717,0.062990,0
0.958159,0.303690,0.495804,0.768029,0.301706,6
0.461531,0.763390,0.821955,0.329691,0.528977,2
0.944700,0.613514,0.489669,0.822108,0.615375,1
0.343913,0.893307,0.359905,0.156407,0.056276,3
0.353099,0.379070,0.334788,0.518601,0.858699,5
0.530412,0.839198,0.241310,0.648671,0.288125,3
0.177252,0.411145,0.534440,0.603259,0.840052,5
0.022065,0.632252,0.332499,0.140721,0.984771,5
0.159795,0.473769,0.633045,0.495865,0.453383,0
0.739433,0.516251,0.448317,0.861965,0.498886,6
0.932646,0.163884,0.674764,0.621448,0.563738,2
0.229163,0.737877,0.250923,0.431837,0.716514,5
0.916868,0.042940,0.312693,0.570696,0.061342,4
0.896664,0.665731,0.443220,0.627461,0.711509,1
0.488174,0.754875,0.615192,0.200995,0.999451,2
0.268014,0.976074,0.294198,0.561357,0.950163,1
0.148076,0.156194,0.741630,0.409436,0.873592,2
0.359264,0.925474,0.683950,0.956755,0.235450,0
0.382794,0.665639,0.116733,0.942228,0.196478,6
0.940306,0.592822,0.271981,0.958403,0.324717,6
0.657674,0.737419,0.638966,0.882595,0.695059,1
0.962951,0.537187,0.699850,0.998444,0.914487,1
0.716758,0.201239,0.946257,0.998199,0.834681,2
0.289254,0.710562,0.559587,0.768914,0.086215,0
0.155217,0.814356,0.951079,0.561602,0.079562,0
0.742027,0.810297,0.824885,0.464095,0.973724,2
0.234870,0.366008,0.874508,0.205420,0.457564,4
0.024384,0.679983,0.167943,0.271035,0.967284,5
0.242378,0.684408,0.979736,0.459639,0.732261,0
0.847285,0.994171,0.705954,0.727958,0.845668,1
0.474136,0.545701,0.254494,0.474166,0.926939,5
0.283578,0.417920,0.854701,0.167058,0.435652,4
0.291604,0.402387,0.543321,0.672842,0.210761,0
0.566973,0.839747,0.743004,0.131657,0.380779,3
0.756828,0.652638,0.211097,0.344493,0.378857,3
0.889645,0.263161,0.682272,0.533860,0.968383,2
0.249184,0.497085,0.452528,0.078219,0.456923,5
0.857753,0.631977,0.116947,0.525620,0.348857,3
0.311014,0.890011,0.973083,0.114933,0.463057,0
0.757134,0.380657,0.929716,0.712546,0.507431,2
0.893216,0.322336,0.081759,0.744438,0.189001,6
0.291452,0.973968,0.561815,0.577380,0.638173,1
0.298746,0.791589,0.379040,0.449599,0.146733,3
0.605884,0.246101,0.764153,0.918912,0.753380,6
0.577654,0.949400,0.317545,0.211676,0.687399,5
0.824488,0.104648,0.537095,0.879513,0.057497,6
0.034120,0.692953,0.088809,0.869900,0.864254,1
0.637471,0.241768,0.578326,0.856105,0.452925,6
0.994446,0.006226,0.665059,0.296915,0.003510,4
0.295267,0.030610,0.957091,0.387005,0.148656,4
0.171819,0.290750,0.530381,0.037355,0.293374,4
0.330546,0.894864,0.400433,0.109958,0.337199,5
0.983917,0.370617,0.794122,0.580981,0.123997,3
0.056795,0.253883,0.132725,0.216315,0.914274,5
0.147588,0.446120,0.115146,0.233955,0.540208,5
0.011994,0.789850,0.282388,0.609363,0.866421,5
0.925748,0.122898,0.305948,0.233222,0.121281,4
0.650166,0.376415,0.082827,0.336863,0.868435,5
0.652150,0.888211,0.751732,0.945402,0.013123,0
0.359325,0.685598,0.072817,0.931700,0.437513,1
0.740837,0.664785,0.001984,0.330607,0.821650,5
0.925138,0.362926,0.870663,0.186438,0.315470,2
0.419233,0.974792,0.189642,0.954711,0.767907,1
0.491195,0.869259,0.481368,0.735893,0.210944,3
0.036134,0.410291,0.435438,0.327006,0.022095,4
0.514512,0.743309,0.121952,0.741569,0.263894,3
0.109684,0.165319,0.224708,0.851619,0.604114,6
0.802026,0.277200,0.839778,0.103214,0.212928,4
0.423139,0.955382,0.027924,0.829279,0.787469,1
0.068087,0.535386,0.381329,0.074252,0.880825,5
0.572192,0.363598,0.296670,0.364208,0.695547,5
0.196875,0.415357,0.466903,0.067782,0.869167,5
0.541185,0.132206,0.531419,0.335978,0.858669,2
0.152715,0.170019,0.462111,0.926450,0.894070,6
0.262307,0.785241,0.510880,0.419050,0.034333,3
0.883267,0.609027,0.043428,0.117435,0.626514,3
0.817621,0.854640,0.117038,0.095645,0.703604,3
0.224555,0.199225,0.447249,0.333110,0.847743,5
0.101108,0.507370,0.614978,0.336192,0.471419,5
0.375469,0.614612,0.902371,0.947081,0.818964,1
0.495193,0.160588,0.872646,0.740104,0.241859,0
0.579852,0.068545,0.496384,0.825495,0.617267,6
0.554399,0.355876,0.961913,0.065157,0.633381,2
0.868374,0.123386,0.641957,0.244606,0.433821,4
0.958251,0.358379,0.989105,0.849361,0.774712,2
0.690603,0.735710,0.116062,0.245674,0.090945,3
0.213752,0.286874,0.990509,0.868129,0.497940,0
0.636372,0.189642,0.967315,0.791986,0.934477,2
0.889248,0.682424,0.417768,0.104862,0.150884,3
0.831050,0.415387,0.049135,0.703787,0.423322,6
0.661061,0.918577,0.254860,0.356548,0.908628,1
0.614093,0.113376,0.166295,0.661367,0.796350,6
0.286325,0.365276,0.279946,0.186407,0.700705,5
0.401593,0.233161,0.439131,0.708945,0.767205,6
0.897244,0.369701,0.533952,0.288003,0.810327,2
0.815088,0.809656,0.127079,0.788537,0.911649,1
0.873745,0.531754,0.809168,0.069704,0.968322,2
0.856166,0.067995,0.426862,0.005280,0.890561,2
0.116794,0.061007,0.052248,0.028291,0.486679,5
0.744407,0.195410,0.302316,0.704581,0.519761,6
0.935728,0.821558,0.108158,0.880398,0.774468,1
0.639271,0.366100,0.834498,0.144444,0.584399,2
0.109439,0.635823,0.343394,0.086642,0.580737,5
0.461715,0.625233,0.527360,0.706778,0.819147,1
0.105930,0.146764,0.501724,0.961150,0.640339,6
0.039247,0.206275,0.093814,0.325419,0.267800,4
0.069613,0.655812,0.787225,0.628681,0.179907,0
0.451186,0.906949,0.097842,0.250374,0.917173,5
0.142857,0.490371,0.766137,0.307871,0.104282,0
0.363659,0.398907,0.075259,0.533464,0.696585,6
0.095645,0.228675,0.352123,0.374645,0.747032,5
0.954009,0.928800,0.013611,0.842341,0.274056,3
0.222846,0.151799,0.016999,0.031129,0.961943,5
0.343120,0.898923,0.972961,0.508774,0.181555,0
0.159703,0.223548,0.573687,0.788568,0.177709,0
0.920194,0.429060,0.794671,0.217994,0.297372,3
0.782098,0.346477,0.536637,0.999451,0.961821,1
0.170171,0.314829,0.903104,0.577013,0.223090,0
0.829615,0.230628,0.301004,0.964354,0.766717,6
0.235786,0.939634,0.775689,0.082675,0.242775,3
0.438643,0.564440,0.321879,0.320292,0.986969,5
0.078799,0.794702,0.371471,0.871731,0.967772,1
0.523637,0.921201,0.241523,0.115940,0.362957,3
0.381695,0.434278,0.285501,0.198584,0.078188,4
0.025636,0.595721,0.634205,0.815394,0.254433,0
0.871639,0.069948,0.266182,0.981231,0.393384,6
0.580218,0.964110,0.836390,0.076815,0.495895,3
0.180273,0.714011,0.617298,0.098727,0.466689,5
0.267434,0.627400,0.332621,0.146245,0.563372,5
0.300180,0.939177,0.531968,0.550096,0.629109,1
0.922941,0.155370,0.496689,0.715659,0.753410,6
0.786340,0.059023,0.196234,0.209235,0.524827,4
0.128971,0.319529,0.271523,0.746483,0.123173,6
0.705313,0.972045,0.182684,0.867336,0.316324,1
0.602771,0.916959,0.732688,0.674154,0.193091,3
0.578204,0.180456,0.850612,0.661000,0.512925,2
0.370952,0.265664,0.543779,0.216865,0.993286,2
0.823420,0.715812,0.807794,0.971862,0.416883,1
0.998260,0.820612,0.206427,0.333628,0.068087,3
0.105777,0.001373,0.592700,0.571886,0.112888,4
0.340739,0.744499,0.850978,0.339732,0.665120,2
0.164922,0.184393,0.229041,0.306894,0.374859,4
0.955443,0.293619,0.239937,0.416150,0.648274,6
0.751213,0.299814,0.815699,0.081179,0.450331,2
0.531205,0.168584,0.781976,0.368572,0.818262,2
0.871517,0.912503,0.464187,0.454695,0.038057,3
0.648152,0.162542,0.809351,0.126652,0.418806,4
0.258705,0.743767,0.312876,0.917112,0.516984,1
0.938108,0.136845,0.280740,0.749321,0.781304,6
0.457717,0.354839,0.653157,0.982025,0.245521,0
0.440657,0.190741,0.556688,0.242592,0.436598,4
0.790094,0.350475,0.025178,0.778588,0.149998,6
0.747978,0.496719,0.084933,0.929594,0.729362,6
0.343944,0.912992,0.103824,0.928800,0.487350,1
0.533067,0.266488,0.850642,0.056795,0.126408,4
0.661428,0.900510,0.923887,0.313150,0.223762,3
0.386761,0.322092,0.416486,0.412091,0.149113,4
0.586474,0.369640,0.112735,0.970306,0.542985,6
0.671529,0.397870,0.427320,0.580248,0.297464,6
0.418104,0.338389,0.933714,0.971404,0.211249,0
0.461654,0.214026,0.705374,0.708274,0.602405,0
0.711081,0.013215,0.717765,0.784387,0.504257,6
0.704093,0.170293,0.642262,0.910947,0.662282,6
0.403668,0.690603,0.303903,0.519822,0.770379,1
0.626240,0.829432,0.627705,0.348643,0.320200,3
0.056459,0.232337,0.038514,0.655232,0.089480,6
0.263253,0.823420,0.865078,0.174749,0.638386,5
0.479263,0.532456,0.332347,0.493149,0.512284,5
0.900937,0.044832,0.239814,0.606311,0.657918,6
0.533677,0.862850,0.361064,0.844447,0.654958,1
0.357067,0.603046,0.047975,0.945280,0.714713,1
0.049471,0.535234,0.849483,0.367290,0.607532,0
0.479873,0.661245,0.488998,0.088961,0.943022,5
0.207678,0.067660,0.622700,0.761193,0.809564,6
0.149449,0.545274,0.999420,0.547807,0.163732,0
0.051515,0.124424,0.368389,0.734214,0.386059,6
0.555223,0.055849,0.882656,0.857112,0.746605,2
0.607593,0.031434,0.453749,0.462294,0.039552,4
0.711356,0.347972,0.393689,0.154973,0.380322,4
0.062899,0.780633,0.307199,0.260109,0.588061,5
0.190191,0.687826,0.596667,0.223182,0.110324,4
0.171636,0.250526,0.431989,0.513688,0.249275,4
0.023713,0.486740,0.048769,0.079134,0.628986,5
0.185156,0.014252,0.189673,0.708029,0.421003,6
0.772546,0.863308,0.804834,0.889035,0.759209,1
0.733116,0.700186,0.706381,0.744407,0.623951,1
0.013764,0.231025,0.502396,0.168615,0.480483,5
0.858791,0.545488,0.230995,0.806085,0.079958,3
0.078860,0.666799,0.509934,0.577349,0.832209,5
0.453566,0.659841,0.646077,0.924497,0.721091,1
0.905850,0.717185,0.418348,0.713523,0.719260,1
0.266091,0.720206,0.214209,0.242714,0.886807,5
0.482040,0.464766,0.658040,0.813593,0.161809,0
0.109561,0.477950,0.671041,0.897885,0.196875,0
0.667562,0.734031,0.854457,0.767724,0.002655,0
0.478500,0.693838,0.064089,0.570147,0.704856,1
0.331980,0.887600,0.817530,0.014344,0.633381,5
0.139317,0.057375,0.920804,0.201727,0.073122,4
0.833399,0.377880,0.922544,0.292825,0.053468,4
0.003937,0.413862,0.024598,0.297281,0.785241,5
0.041749,0.696432,0.203375,0.538896,0.656026,5
0.354961,0.342967,0.917020,0.703207,0.952055,2
0.486160,0.232887,0.872768,0.031190,0.666921,2
0.890927,0.932524,0.845973,0.953307,0.701102,1
0.910123,0.441023,0.328898,0.859554,0.276009,6
0.727531,0.591937,0.876583,0.285165,0.083895,3
0.678030,0.232826,0.132694,0.513077,0.313181,6
0.045595,0.080569,0.887783,0.403180,0.525864,0
0.211188,0.314890,0.065310,0.507767,0.964049,5
0.150273,0.709159,0.831507,0.111911,0.695090,5
0.072207,0.861080,0.332865,0.105167,0.617206,5
0.917966,0.033998,0.544481,0.196509,0.912168,2
0.583575,0.113865,0.390881,0.951628,0.607410,6
0.586596,0.427869,0.211463,0.506241,0.481674,6
0.086856,0.844447,0.849849,0.506424,0.496384,0
0.213324,0.804315,0.899319,0.230628,0.226936,0
0.248939,0.704489,0.610736,0.061159,0.738823,5
0.509232,0.617450,0.045564,0.969176,0.675588,1
0.321543,0.997711,0.898160,0.597156,0.237892,0
0.785516,0.183905,0.012848,0.509659,0.399976,6
0.092471,0.908383,0.328806,0.318278,0.532517,5
0.036622,0.499313,0.439619,0.373302,0.589099,5
0.548997,0.374401,0.702261,0.048189,0.296609,4
0.368023,0.177984,0.753044,0.280099,0.641072,2
0.135472,0.208960,0.952666,0.426374,0.599322,0
0.672719,0.052278,0.484817,0.861538,0.044130,6
0.051851,0.380902,0.779962,0.595813,0.095065,0
0.299142,0.453780,0.571764,0.325297,0.683035,5
0.432020,0.186651,0.013062,0.477187,0.111759,4
0.056581,0.388867,0.254524,0.481735,0.592700,5
0.586871,0.009339,0.868160,0.388989,0.606647,2
0.897671,0.838679,0.135655,0.698599,0.706046,1
0.920713,0.088809,0.079226,0.330271,0.290567,4
0.628254,0.383007,0.045137,0.089419,0.934355,5
0.756859,0.846156,0.522721,0.315348,0.003021,3
0.644978,0.398572,0.216224,0.677786,0.599872,6
0.262520,0.440535,0.550645,0.361644,0.783624,5
0.616321,0.331645,0.517289,0.549058,0.437452,6
0.072542,0.011841,0.923276,0.711631,0.147588,0
0.830409,0.127476,0.746178,0.221168,0.720573,2
0.196600,0.103122,0.107639,0.237739,0.968841,5
0.254646,0.930265,0.893643,0.765130,0.169927,0
0.484939,0.689413,0.914212,0.365215,0.215613,0
0.815363,0.779565,0.447829,0.707022,0.797174,1
0.444563,0.685751,0.101138,0.871334,0.712180,1
0.633473,0.344188,0.869808,0.575182,0.346294,0
0.669362,0.395978,0.813623,0.213141,0.222694,4
0.572985,0.875149,0.940428,0.237312,0.145207,3
0.695029,0.716788,0.663045,0.214789,0.611835,2
0.091525,0.657277,0.394147,0.034974,0.596667,5
0.843318,0.655599,0.020600,0.644429,0.742668,1
0.659658,0.411756,0.731620,0.287362,0.843196,2
0.699301,0.481582,0.818659,0.048158,0.260018,4
0.555650,0.478195,0.973205,0.127567,0.964629,2
0.398114,0.228156,0.953154,0.812067,0.596210,0
0.273965,0.311655,0.000610,0.982299,0.027955,6
0.010071,0.932218,0.382397,0.416944,0.553789,5
0.733726,0.986572,0.658376,0.427503,0.039430,3
0.126774,0.551653,0.346751,0.861293,0.791375,1
0.560198,0.136662,0.578143,0.781640,0.965911,6
0.393445,0.575549,0.917814,0.877071,0.585681,0
0.567370,0.199622,0.371044,0.751305,0.129795,6
0.328562,0.553026,0.446303,0.480056,0.497360,5
0.812006,0.101962,0.029969,0.853633,0.055177,6
0.446150,0.746696,0.543413,0.202429,0.145756,3
0.850917,0.741050,0.721366,0.325632,0.884365,2
0.571734,0.485000,0.121158,0.677816,0.332743,6
0.732810,0.920011,0.250526,0.919950,0.416425,1
0.449477,0.172735,0.865352,0.711722,0.366344,0
0.422132,0.892575,0.977691,0.504227,0.265908,0
0.395856,0.944121,0.435774,0.199286,0.749321,5
0.409070,0.505692,0.472121,0.852504,0.227241,0
0.990265,0.234321,0.818445,0.870602,0.540544,2
0.832148,0.210547,0.342479,0.564745,0.285623,6
0.734855,0.726798,0.706320,0.479232,0.793023,2
0.152745,0.074160,0.096561,0.803583,0.457198,6
0.380932,0.830439,0.696493,0.325388,0.645619,5
0.899472,0.487960,0.191351,0.617237,0.402905,6
0.341838,0.679647,0.575091,0.544328,0.022950,0
0.868954,0.662526,0.255623,0.150121,0.159459,3
0.409803,0.252968,0.153386,0.024995,0.603076,5
0.055422,0.343303,0.431043,0.155004,0.997772,5
0.997284,0.200049,0.133702,0.768670,0.870022,6
0.105502,0.606189,0.505600,0.033998,0.975311,5
0.452315,0.977569,0.456313,0.586627,0.806024,1
0.886868,0.217841,0.632710,0.279336,0.821528,2
0.781579,0.543382,0.626331,0.889126,0.215888,0
0.440230,0.002289,0.563646,0.779168,0.007752,4
0.475265,0.776330,0.771752,0.561937,0.945463,1
0.782098,0.062197,0.097201,0.129246,0.832484,6
0.193365,0.593188,0.764153,0.186468,0.474532,5
0.362468,0.690054,0.490646,0.966735,0.720695,1
0.964476,0.059358,0.766289,0.760125,0.666707,2
0.086886,0.493881,0.507889,0.547807,0.322459,0
0.394726,0.250343,0.182653,0.239113,0.956328,5
0.304819,0.780206,0.228309,0.450087,0.019471,3
0.307840,0.850978,0.303171,0.283486,0.087069,3
0.676473,0.706320,0.327738,0.515549,0.740776,1
0.364635,0.097995,0.072665,0.154942,0.796899,5
0.981780,0.264565,0.895444,0.090091,0.169591,4
0.664632,0.306803,0.515458,0.432508,0.706198,2
0.349345,0.911588,0.596881,0.383343,0.121281,3
0.241859,0.497604,0.516221,0.688314,0.231819,0
0.691061,0.736839,0.750450,0.492721,0.709250,2
0.852138,0.178411,0.037751,0.135960,0.739952,6
0.950377,0.597247,0.286721,0.434828,0.519944,3
0.638630,0.773278,0.559069,0.147740,0.498062,3
0.734153,0.756005,0.226325,0.529405,0.012604,3
0.281533,0.131169,0.677084,0.063021,0.409925,4
0.627949,0.379009,0.866909,0.810358,0.367656,0
0.206030,0.640065,0.550554,0.501144,0.143559,0
0.612171,0.883511,0.943846,0.922483,0.659597,1
0.473617,0.322092,0.304697,0.073031,0.218665,4
0.132603,0.730491,0.241432,0.323588,0.145726,5
0.232887,0.532762,0.782617,0.584399,0.026429,0
0.153508,0.925687,0.109531,0.675649,0.268227,5
0.185766,0.143559,0.249825,0.159459,0.742973,5
0.562700,0.370800,0.710440,0.201849,0.289926,4
0.558977,0.991241,0.958373,0.819697,0.784906,1
0.229347,0.412244,0.205023,0.631886,0.946867,5
0.681631,0.539415,0.976379,0.544206,0.975646,2
0.463576,0.591998,0.113071,0.281503,0.729118,5
0.583850,0.758660,0.522507,0.349956,0.058931,3
0.213019,0.842647,0.373058,0.939451,0.020875,0
0.174688,0.799463,0.324381,0.078738,0.747642,5
0.686758,0.306986,0.808832,0.689840,0.964873,2
0.652730,0.749046,0.384106,0.995575,0.245430,1
0.840236,0.731040,0.407697,0.706992,0.191931,3
0.976745,0.238777,0.097049,0.607898,0.261269,6
0.914762,0.099429,0.652547,0.544206,0.098544,4
0.600665,0.539842,0.063021,0.939451,0.067537,6
0.625568,0.981384,0.753655,0.629994,0.784356,1
0.382733,0.668172,0.274697,0.452925,0.266213,3
0.258492,0.056948,0.620258,0.700400,0.711875,6
0.735893,0.546617,0.791803,0.547044,0.739921,2
0.492019,0.623981,0.422193,0.868618,0.236091,0
0.823481,0.061617,0.636952,0.669912,0.909116,2
0.833155,0.668630,0.241249,0.080721,0.006928,3
0.044160,0.535112,0.603534,0.227363,0.010712,4
0.769738,0.444380,0.228889,0.959014,0.490036,6
0.316568,0.327525,0.074435,0.239784,0.788537,5
0.718589,0.568346,0.493271,0.613788,0.112766,3
0.895047,0.628010,0.937529,0.741081,0.862087,2
0.219855,0.536424,0.260170,0.038972,0.441694,5
0.748100,0.589465,0.371136,0.846492,0.245949,6
0.211005,0.404981,0.316813,0.316355,0.963652,5
0.030885,0.461501,0.793695,0.862362,0.149724,0
0.240516,0.309885,0.974364,0.169469,0.100162,4
0.015107,0.883236,0.738517,0.398755,0.424635,0
0.771905,0.620930,0.404859,0.549669,0.656270,1
0.121189,0.649037,0.967071,0.800287,0.963591,0
0.910154,0.985137,0.843989,0.032929,0.617969,3
0.561083,0.675863,0.883297,0.952879,0.127049,0
0.580218,0.419904,0.424024,0.980224,0.691519,6
0.661763,0.207526,0.393658,0.286477,0.990143,2
0.025208,0.104465,0.945372,0.789819,0.846248,0
0.334880,0.113468,0.889248,0.191595,0.002564,4
0.094668,0.705618,0.323923,0.277261,0.007355,4
0.501297,0.103000,0.138737,0.734947,0.658010,6
0.788598,0.093387,0.401349,0.374554,0.571825,6
0.704978,0.403577,0.694845,0.116306,0.096316,4
0.531846,0.272164,0.890439,0.077822,0.208930,4
0.776147,0.571520,0.059236,0.380108,0.348155,3
0.304025,0.400769,0.084262,0.012421,0.092044,4
0.359996,0.238533,0.447951,0.108188,0.290811,4
0.666494,0.028108,0.199408,0.250465,0.902127,2
0.534349,0.371624,0.670949,0.800195,0.449599,0
0.533891,0.251289,0.484725,0.238227,0.283700,4
0.726798,0.666463,0.518632,0.014588,0.671316,2
0.860683,0.534379,0.127171,0.989013,0.536882,6
0.830683,0.624897,0.252052,0.731101,0.542131,1
0.875942,0.539994,0.152440,0.198004,0.822291,2
0.937437,0.315195,0.451369,0.417432,0.346110,4
0.727317,0.638234,0.573687,0.767998,0.666890,1
0.573138,0.400555,0.714713,0.577868,0.487289,2
0.015564,0.900754,0.616016,0.515488,0.708213,5
0.875973,0.376568,0.638050,0.739128,0.753563,2
0.334849,0.484237,0.554918,0.690237,0.030885,0
0.903256,0.700430,0.274606,0.529527,0.708823,1
0.209510,0.479812,0.187109,0.504105,0.755547,5
0.337077,0.256294,0.992920,0.342875,0.986114,2
0.359447,0.683340,0.820734,0.258583,0.363109,0
0.390393,0.000427,0.451521,0.683676,0.443587,6
0.657613,0.445753,0.555956,0.005982,0.200018,4
0.826777,0.296213,0.410688,0.283242,0.163640,4
0.090213,0.921201,0.154332,0.102512,0.338115,5
0.821925,0.005432,0.430525,0.087161,0.244881,4
0.118625,0.766839,0.583728,0.639210,0.082675,0
0.037049,0.475295,0.289193,0.863552,0.386822,0
0.694723,0.787622,0.009491,0.691214,0.556749,1
0.870357,0.772515,0.315989,0.099094,0.518448,3
0.426557,0.287423,0.198767,0.734306,0.564653,6
0.526017,0.494949,0.897549,0.655690,0.301431,0
0.650044,0.107608,0.642201,0.563982,0.979430,2
0.418653,0.860286,0.309641,0.982116,0.373302,1
0.063326,0.634266,0.802576,0.741661,0.830256,0
0.633686,0.155828,0.871456,0.139775,0.805658,2
0.746422,0.555834,0.392224,0.109989,0.712790,2
0.825068,0.659444,0.343303,0.128605,0.568163,3
0.444807,0.984283,0.091556,0.390942,0.734092,5
0.165899,0.431562,0.616627,0.618610,0.931089,5
0.569323,0.835322,0.271950,0.427503,0.556322,3
0.908475,0.561449,0.198279,0.828089,0.834742,1
0.075503,0.224708,0.701254,0.383435,0.848537,5
0.876766,0.146184,0.901791,0.563982,0.428694,2
0.866268,0.202185,0.517563,0.294717,0.214759,4
0.935911,0.121097,0.642140,0.981475,0.359355,6
0.228980,0.537339,0.578967,0.899136,0.067751,0
0.281381,0.661214,0.422101,0.050996,0.091281,4
0.704550,0.616962,0.259621,0.783349,0.583026,1
0.393170,0.869900,0.614338,0.669179,0.703970,1
0.309732,0.937651,0.491317,0.699271,0.424970,1
0.829676,0.478866,0.614826,0.436354,0.343547,3
0.826563,0.304331,0.969024,0.545671,0.009339,4
0.819880,0.935423,0.992096,0.978912,0.947844,1
0.553087,0.800287,0.572619,0.105960,0.278298,3
0.973052,0.167364,0.508042,0.937040,0.130558,6
0.108127,0.002350,0.834468,0.306925,0.943571,2
0.490280,0.124332,0.967345,0.999329,0.331278,0
0.219092,0.902188,0.320627,0.640248,0.522507,1
0.154546,0.515061,0.883908,0.265725,0.636982,0
0.527177,0.682211,0.728111,0.593982,0.875912,1
0.221046,0.623981,0.566454,0.386181,0.182470,0
0.936918,0.014527,0.945738,0.598956,0.982177,2
0.254585,0.318857,0.537431,0.979186,0.867122,6
0.547899,0.020051,0.914914,0.231391,0.973693,2
0.087039,0.979614,0.343730,0.406812,0.408856,5
0.355846,0.574755,0.480087,0.353008,0.642689,5
0.522477,0.714255,0.912564,0.695364,0.617603,0
0.327555,0.402020,0.162755,0.636677,0.320902,6
0.326975,0.503067,0.779931,0.869503,0.334117,0
0.759239,0.469649,0.552538,0.647237,0.875607,2
0.525742,0.452010,0.896023,0.836604,0.874233,2
0.651662,0.743614,0.409162,0.445235,0.167974,3
0.219245,0.769768,0.417066,0.843776,0.162236,0
0.797388,0.461654,0.235939,0.683523,0.314066,6
0.148534,0.028779,0.050966,0.053652,0.163366,4
0.003815,0.905026,0.640584,0.496933,0.097476,0
0.210150,0.359203,0.261086,0.578082,0.849605,5
0.996094,0.288186,0.872951,0.268288,0.535264,2
0.169622,0.077425,0.071200,0.988433,0.890316,6
0.676809,0.983032,0.141148,0.715049,0.511917,1
0.075076,0.496475,0.483016,0.520829,0.666707,5
0.196722,0.966796,0.286599,0.805963,0.205420,0
0.452101,0.923246,0.737327,0.530045,0.194494,3
